STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,200.0,20.000.000.000,03/GCN/CNTTLKCK-ĐK,05/04/2006
Tổng cộng:,Tổng cộng:,Tổng cộng:,200.0,20.000.000.000,,
