STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.000.000,80.000.000.000,số 214/2017/GCNCP-VSD,15/11/2017
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.599.982,15.999.820.000,số 214/2017/GCNCP-VSD-1,18/05/2018
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.500.000,15.000.000.000,số 214/2017/GCNCP-VSD-2,13/11/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,8.609.922,86.099.220.000,số 214/2017/GCNCP-VSD-3,26/12/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,19.709.904,197.099.040.000,,
