STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.000.000,500.000.000.000,11/2020/GCNTP-VSD,04/06/2020
2,Điều chỉnh lần 1,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 11/2020/GCNTP-VSD-1,11/06/2020
3,Điều chỉnh lần 2,Đăng ký bổ sung,16.350.000,1.635.000.000.000,số 11/2020/GCNTP-VSD-2,18/06/2020
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.300.000,130.000.000.000,số 11/2020/GCNTP-VSD-3,25/06/2020
5,Điều chỉnh lần 4,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 11/2020/GCNTP-VSD-4,09/07/2020
6,Điều chỉnh lần 5,Đăng ký bổ sung,14.000.000,1.400.000.000.000,số 11/2020/GCNTP-VSD-5,23/07/2020
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.000.000,100.000.000.000,11/2020/GCNTP-VSD-6,30/07/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,8.050.000,805.000.000.000,số 11/2020/GCNTP-VSD-7,06/08/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 11/2020/GCNTP-VSD-8,13/08/2020
10,Điều chỉnh lần 9,Đăng ký bổ sung,200.000,20.000.000.000,số 11/2020/GCNTP-VSD-9,27/08/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,85.900.000,8.590.000.000.000,,
