STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,18.250.708,182.507.080.000,283/2010/GCNCP-VSD,01/12/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,19.099.292,190.992.920.000,283/2010/GCNCP-VSD-1,19/01/2011
3,Cấp lần đầu,Thay đổi tên TCPH,0,0,283/2010/GCNCP-VSD-2,05/05/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,37.350.000,373.500.000.000,,
