STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,20.000.000,2.000.000.000.000,21/2015/GCNTP-VSD,27/02/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,13.383.964,1.338.396.400.000,21/2015/GCNTP-VSD-1,02/04/2015
3,Điều chỉnh lần 2,Đăng ký bổ sung,9.250.000,925.000.000.000,21/2015/GCNTP-VSD-2,09/04/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.700.000,270.000.000.000,21/2015/GCNTP-VSD-3,17/04/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,6.050.000,605.000.000.000,21/2015/GCNTP-VSD-4,27/04/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,9.500.000,950.000.000.000,21/2015/GCNTP-VSD-5,08/05/2015
7,Điều chỉnh lần 6,Đăng ký bổ sung,12.070.000,1.207.000.000.000,21/2015/GCNTP-VSD-6,18/05/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,15.000.000,1.500.000.000.000,21/2015/GCNTP-VSD-7,05/06/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,12.412.000,1.241.200.000.000,21/2015/GCNTP-VSD-8,12/06/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,100.365.964,10.036.596.400.000,,
