STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,60.485.600,604.856.000.000,103/2009/GCNCP-CNVSD,16/11/2009
Tổng cộng:,Tổng cộng:,Tổng cộng:,60.485.600,604.856.000.000,,
