STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,20.000.000,200.000.000.000,236/2010/GCNCP-VSD,29/09/2010
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,236/2010/GCNCP-VSD-1,06/03/2012
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,236/2010/GCNCP-VSD-2,25/08/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,20.000.000,200.000.000.000,,
