STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.000.000,50.000.000.000,08/2010/GCNCP-VSD,13/01/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.399.999,13.999.990.000,08/2010/GCNCP-VSD-1,03/11/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,3.199.975,31.999.750.000,08/2010/GCNCP-VSD-2,06/08/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,5.759.940,57.599.400.000,số 08/2010/GCNCP-VSD-3,24/10/2016
5,Điều chỉnh lần 4,Đăng ký bổ sung,7.679.936,76.799.360.000,08/2010/GCNCP-VSD-4,08/07/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,23.039.850,230.398.500.000,,
