STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.700.000,87.000.000.000,"Số 10/2014/GCNCP-VSD, ngày 20/02/2014",20/02/2014
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.474.904,34.749.040.000,10/2014/GCNCP-VSD-1,20/11/2015
3,Điều chỉnh lần 2,Đăng ký bổ sung,608.000,6.080.000.000,số 10/2014/GCNCP-VSD-2,20/09/2016
4,Điều chỉnh lần 3,Đăng ký bổ sung,3.300.000,33.000.000.000,10/2014/GCNCP-VSD-03,05/02/2021
5,Điều chỉnh lần 4,Đăng ký bổ sung,749.000,7.490.000.000,10/2014/GCNCP-VSD-4,11/02/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,16.831.904,168.319.040.000,,
