STT,Lần đăng ký,Lý do,Số lượng,Số GCNĐKCK,Ngày cấp,Unnamed: 6
1,Cấp lần đầu,Đăng ký lần đầu,2.400.000,số 07/2019/GCNCW-VSD,24/06/2019,
2,Điều chỉnh lần 1,Đăng ký bổ sung,600.000,số 07/2019/GCNCW-VSD-1,25/09/2019,
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.000.000,,,
