STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.355.880,43.558.800.000,67/2015/GCNCP-VSD,13/08/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.049.116,30.491.160.000,số 67/2015/GCNCP-VSD-1,22/03/2017
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.221.387,22.213.870.000,số 67/2015/GCNCP-VSD-2,31/05/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,3.208.794,32.087.940.000,số 67/2015/GCNCP-VSD-3,16/10/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,5.134.070,51.340.700.000,67/2015/GCNCP-VSD-4,23/03/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,17.969.247,179.692.470.000,,
