STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,52.379.000,523.790.000.000,số 06/2017/GCNCP-VSD,04/01/2017
2,Điều chỉnh lần 1,Đăng ký bổ sung,5.233.444,52.334.440.000,06/2017/GCNCP-VSD-1,12/07/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,57.612.444,576.124.440.000,,
