STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.200.000,32.000.000.000,54/2006/GCNCP-TTLK,20/12/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.800.000,38.000.000.000,54/2006/GCNCP-TTLK-1,02/10/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.550.000,45.500.000.000,94/2010/GCNCP-CNVSD,25/06/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,8.500.000,85.000.000.000,54/2006/GCNCP-VSD-3,15/05/2013
5,Điều chỉnh lần 4,Đăng ký bổ sung,20.312.500,203.125.000.000,54/2006/GCNCP-VSD-4,17/04/2014
6,Điều chỉnh lần 5,Đăng ký bổ sung,20.181.248,201.812.480.000,54/2006/GCNCP-VSD- 5,30/09/2014
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.100.000,11.000.000.000,54/2006/GCNCP-VSD- 6,26/01/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,21.500.000,215.000.000.000,54/2006/GCNCP-VSD- 7,05/03/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,1.000,1.000,dk lan 8,09/03/2015
10,Điều chỉnh lần 8,Thay đổi tên TCPH,0,0,54/2006/GCNCP-VSD-8,29/09/2015
11,Điều chỉnh lần 9,Đăng ký bổ sung,16.628.749,166.287.490.000,số 54/2006/GCNCP-VSD-09,26/01/2016
12,Điều chỉnh lần 10,Đăng ký bổ sung,1.100.000,11.000.000.000,số 54/2006/GCNCP-VSD-10,04/02/2016
13,Điều chỉnh lần 11,Đăng ký bổ sung,1.500.000,15.000.000.000,số 54/2006/GCNCP-VSD-11,20/12/2016
14,Điều chỉnh lần 12,Đăng ký bổ sung,15.351.133,153.511.330.000,54/2006/GCNCP-VSD-12,31/08/2017
15,Điều chỉnh lần 13,Đăng ký bổ sung,2.478.000,24.780.000.000,số 54/2006/GCNCP-VSD-13,28/02/2018
16,Điều chỉnh lần 14,Đăng ký bổ sung,13.400.000,134.000.000.000,số 54/2006/GCNCP-VSD-14,29/10/2018
17,Điều chỉnh lần 15,Đăng ký bổ sung,2.500.000,25.000.000.000,số 54/2006/GCNCP-VSD-15,26/12/2018
18,Điều chỉnh lần 16,Đăng ký bổ sung,33.999.511,339.995.110.000,số 54/2006/GCNCP-VSD-16,19/03/2019
19,Điều chỉnh lần 17,Đăng ký bổ sung,3.000.000,30.000.000.000,số 54/2006/GCNCP-VSD- 17,18/12/2019
20,Điều chỉnh lần 18,Đăng ký bổ sung,43.257.439,432.574.390.000,số 54/2006/GCNCP-VSD- 18,28/02/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,216.358.580,2.163.585.800.000,,
