STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.430.000,24.300.000.000,203/2010/GCNCP-VSD,19/08/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,291.533,2.915.330.000,203/2010/GCNCP-VSD-1,13/03/2015
3,Điều chỉnh lần 2,Đăng ký bổ sung,217.619,2.176.190.000,số 203/2010/GCNCP-VSD-2,26/09/2016
4,Điều chỉnh lần 3,Đăng ký bổ sung,176.257,1.762.570.000,số 203/2010/GCNCP-VSD-3,08/11/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.115.409,31.154.090.000,,
