STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.689.000,26.890.000.000,80/2010/GCNCP-VSD,02/04/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,268.900,2.689.000.000,80/2010/GCNCP-VSD-1,06/12/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.000.000,10.000.000.000,số 80/2010/GCNCP-VSD-2,07/12/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.957.900,39.579.000.000,,
