STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,24.200.000,242.000.000.000,số 86/2017/GCNCP-VSD,24/04/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,24.200.000,242.000.000.000,,
