STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,29.450.000,294.500.000.000,số 211/2016/GCNCP-VSD,23/12/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,29.450.000,294.500.000.000,,
