STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.312.915,83.129.150.000,79/2007/GCNCP-CNTTLK,18/09/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,7.500.000,75.000.000.000,79/2007/GCNCP-CNVSD-1,26/08/2014
3,Điều chỉnh lần 2,Đăng ký bổ sung,11.385.297,113.852.970.000,79/2007/GCNCP-CNVSD-2,07/05/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,46.625.830,466.258.300.000,79/2007/GCNCP-CNVSD-3,03/06/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,73.824.042,738.240.420.000,79/2007/GCNCP-VSD-4,21/09/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,147.648.084,1.476.480.840.000,,
