STT,Lần đăng ký,Lý do,Số lượng,Số GCNĐKCK,Ngày cấp,Unnamed: 6
1,Cấp lần đầu,Đăng ký lần đầu,1.000.000,số 47/2020/GCNCW-VSD,20/04/2020,
2,Điều chỉnh lần 1,Đăng ký hủy 1 phần,-400.000,số 47/2020/GCNCW-VSD-1,14/07/2020,
Tổng cộng:,Tổng cộng:,Tổng cộng:,600.000,,,
