STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,30.000.000,300.000.000.000,120/2009/GCNCP-VSD,22/12/2009
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,120/2009/GCNCP-VSD-1,14/02/2012
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,120/2009/GCNCP-VSD-2,06/05/2014
4,Điều chỉnh lần 3,Đăng ký bổ sung,30.693.000,306.930.000.000,120/2009/GCNCP-VSD-3,28/05/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,6.069.297,60.692.970.000,120/2009/GCNCP-VSD-4,29/10/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,3.337.868,33.378.680.000,số 120/2009/GCNCP-VSD-5,06/07/2016
7,Điều chỉnh lần 6,Đăng ký bổ sung,3.504.415,35.044.150.000,120/2009/GCNCP-VSD-6,14/07/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,7.360.003,73.600.030.000,số 120/2009/GCNCP-VSD-7,05/07/2018
9,Điều chỉnh lần 8,Đăng ký bổ sung,20.000.000,200.000.000.000,120/2009/GCNCP-VSD-8,15/02/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,15.144.055,151.440.550.000,số 120/2009/GCNCP-VSD-9,26/06/2019
11,Điều chỉnh lần 10,Đăng ký bổ sung,11.610.337,116.103.370.000,số 120/2009/GCNCP-VSD-10,04/08/2020
12,Điều chỉnh lần 11,Thay đổi tên TCPH,0,0,số 120/2009/GCNCP-VSD-11,28/10/2020
13,Điều chỉnh lần 12,Đăng ký bổ sung,146.876.254,1.468.762.540.000,120/2009/GCNCP-VSD-12,12/11/2021
14,Điều chỉnh lần 13,Đăng ký bổ sung,274.595.229,2.745.952.290.000,120/2009/GCNCP-VSD-13,06/05/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,549.190.458,5.491.904.580.000,,
