STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,324.327.447,3.243.274.470.000,số 61/2019/GCNCP-VSD,27/11/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.387.400,23.874.000.000,số 61/2019/GCNCP-VSD-1,21/10/2020
3,Điều chỉnh lần 2,Đăng ký bổ sung,273.600,2.736.000.000,61/2019/GCNCP-VSD-2,28/10/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,326.988.447,3.269.884.470.000,,
