STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.439.000,44.390.000.000,60/2009/GCNCP-VSD,25/09/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,659.764,6.597.640.000,số 60/2009/GCNCP-VSD-1,13/07/2016
3,Điều chỉnh lần 2,Đăng ký bổ sung,764.706,7.647.060.000,60/2009/GCNCP-VSD- 2,16/06/2017
4,Điều chỉnh lần 3,Đăng ký bổ sung,5.863.470,58.634.700.000,số 60/2009/GCNCP-VSD-3,11/04/2018
5,Điều chỉnh lần 4,Đăng ký bổ sung,586.219,5.862.190.000,số 60/2009/GCNCP-VSD-4,24/10/2018
6,Điều chỉnh lần 5,Đăng ký bổ sung,2.462.508,24.625.080.000,số 60/2009/GCNCP-VSD-5,01/07/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,9.234.451,92.344.510.000,số 60/2009/GCNCP-VSD-6,08/08/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,12.004.834,120.048.340.000,số 60/2009/GCNCP-VSD-7,31/08/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,9.003.189,90.031.890.000,số 60/2009/GCNCP-VSD-8,27/08/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,45.018.141,450.181.410.000,,
