STT,Lần đăng ký,Lý do,Số lượng ĐK,Số lượng hủy ĐK,Giá trị ĐK,Giá trị hủy ĐK,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,21.409.530,0.0,214.095.300.000,0.0,03/2007/GCNCCQ-CNTTLK,19/12/2007
Tổng cộng:,Tổng cộng:,Tổng cộng:,21.409.530,0.0,214.095.300.000,0.0,,
Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,21.409.530,,,,,
Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,214.095.300.000,,,,,
