STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.667.900,26.679.000.000,256/2010/GCNCP-VSD,28/10/2010
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,256/2010/GCNCP-VSD-1,26/04/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.934.690,29.346.900.000,số 256/2010/GCNCP-VSD-2,25/10/2016
4,Điều chỉnh lần 3,Thay đổi tên TCPH,0,0,256/2010/GCNCP-VSD-3,26/05/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,5.602.590,56.025.900.000,,
