STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.920.000,89.200.000.000,63/2008/GCNCP-CNTTLK,23/06/2008
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.324.495,33.244.950.000,22/2009/GCNCP-CNTTLK,27/05/2009
Tổng cộng:,Tổng cộng:,Tổng cộng:,12.244.495,122.444.950.000,,
