STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,12.500.000,125.000.000.000,số 69/2016/GCNCP-VSD,21/07/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,12.500.000,125.000.000.000,,
