STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,18.000.000,180.000.000.000,số 99/2016/GCNCP-VSD,15/09/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,18.000.000,180.000.000.000,,
