STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.110.000,21.100.000.000,14/2007/GCNCP-TTLK,16/11/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,890.000,8.900.000.000,14/2007/GCNCP-TTLK-1,29/05/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.468.905,14.689.050.000,14/2007/GCNCP-VSD-2,26/04/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.757.177,27.571.770.000,14/2007/GCNCP-VSD-3,27/11/2014
Tổng cộng:,Tổng cộng:,Tổng cộng:,7.226.082,72.260.820.000,,
