STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,20.083.285,200.832.850.000,066/2009/GCNCP-CNVSD,28/08/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,4.016.657,40.166.570.000,54/2010/GCNCP-CNVSD,06/04/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,3.614.874,36.148.740.000,103/2010/GCNCP-CNVSD,07/07/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.493.868,24.938.680.000,103/2010/GCNCP-VSD-3,10/09/2013
5,Điều chỉnh lần 4,Đăng ký bổ sung,15.103.991,151.039.910.000,066/2009/GCNCP-VSD-4,19/08/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,760.000,7.600.000.000,số 066/2009/GCNCP-VSD-5,20/09/2016
7,Điều chỉnh lần 6,Đăng ký bổ sung,6.910.409,69.104.090.000,066/2009/GCNCP-VSD-6,29/11/2016
8,Điều chỉnh lần 7,Đăng ký bổ sung,10.596.616,105.966.160.000,066/2009/GCNCP-VSD-7,10/01/2018
9,Điều chỉnh lần 8,Đăng ký bổ sung,12.079.022,120.790.220.000,số 066/2009/GCNCP-VSD-8,19/04/2018
10,Điều chỉnh lần 9,Đăng ký bổ sung,1.220.000,12.200.000.000,066/2009/GCNCP-VSD-9,23/10/2018
11,Điều chỉnh lần 10,Đăng ký bổ sung,9.224.727,92.247.270.000,số 066/2009/GCNCP-VSD-10,15/01/2019
12,Điều chỉnh lần 11,Đăng ký bổ sung,586.052,5.860.520.000,số 066/2009/GCNCP-VSD-11,17/05/2019
13,Điều chỉnh lần 12,Đăng ký bổ sung,8.668.299,86.682.990.000,số 066/2009/GCNCP-VSD-12,15/07/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,95.357.800,953.578.000.000,,
