STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,14.420.000,144.200.000.000,169/2010/GCNCP-VSD,15/07/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,14.420.000,144.200.000.000,,
