STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,100.000.000.000,31/2010/GCNCP-CNVSD,26/02/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.500.000,25.000.000.000,31/2010/GCNCP-VSD-1,14/06/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.250.000,12.500.000.000,31/2010/GCNCP-VSD-2,04/09/2012
4,Điều chỉnh lần 3,Đăng ký bổ sung,5.250.000,52.500.000.000,31/2010/GCNCP-VSD-3,05/06/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,20.890.000,208.900.000.000,31/2010/GCNCP-VSD-4,05/10/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.994.489,19.944.890.000,số 31/2010/GCNCP-VSD-5,22/02/2017
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.094.202,20.942.020.000,số 31/2010/GCNCP-VSD-6,22/11/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,5.350.000,53.500.000.000,số 31/2010/GCNCP-VSD-7,24/01/2018
9,Điều chỉnh lần 8,Đăng ký bổ sung,2.466.394,24.663.940.000,số 31/2010/GCNCP-VSD-8,01/11/2018
10,Điều chỉnh lần 9,Đăng ký bổ sung,7.769.027,77.690.270.000,31/2010/GCNCP-VSD-9,05/10/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,59.564.112,595.641.120.000,,
