STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.000.000,60.000.000.000,24/2006/GCNCP-TTLK,11/12/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,5.700.000,57.000.000.000,24/2006/GCNCP-TTLK-1,28/12/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,9.360.000,93.600.000.000,24/2006/GCNCP-VSD-2,15/12/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,6.317.996,63.179.960.000,24/2006/GCNCP-VSD-3,24/01/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,8.285.714,82.857.140.000,24/2006/GCNCP-VSD-4,28/02/2014
6,Điều chỉnh lần 5,Đăng ký bổ sung,4.281.693,42.816.930.000,24/2006/GCNCP-VSD-5,16/05/2014
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.786.908,27.869.080.000,24/2006/GCNCP-VSD-6,08/12/2014
Tổng cộng:,Tổng cộng:,Tổng cộng:,42.732.311,427.323.110.000,,
