STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.000.000,400.000.000.000,11/2022/GCNTPDN-VSD,01/04/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,4.000.000,400.000.000.000,,
