STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,150.000.000,1.500.000.000.000,40/2009/GCNCP-TTLK,11/08/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,100.000.000,1.000.000.000.000,40/2009/GCNCP-VSD-1,15/07/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,150.000.000,1.500.000.000.000,40/2009/GCNCP-VSD-2,26/04/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,400.000.000,4.000.000.000.000,,
