STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.500.000,15.000.000.000,01/2007/GCNCP-TTLK,11/04/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.000.000,10.000.000.000,01/2007/GCNCP-TTLK-1,21/11/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,499.974,4.999.740.000,01/2007/GCNCP-TTLK-2,24/03/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.499.789,14.997.890.000,01/2007/GCNCP-VSD-3,23/12/2010
5,Điều chỉnh lần 4,Đăng ký bổ sung,539.946,5.399.460.000,01/2007/GCNCP-VSD-4,18/04/2013
6,Điều chỉnh lần 5,Đăng ký bổ sung,2.519.649,25.196.490.000,01/2007/GCNCP-VSD-5,01/11/2016
7,Điều chỉnh lần 6,Đăng ký bổ sung,5.039.572,50.395.720.000,số 01/2007/GCNCP-VSD- 6,25/12/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,12.598.930,125.989.300.000,,
