STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,1.500.000.000.000,số 36/2019/GCNTP-VSD,03/10/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 36/2019/GCNTP-VSD-1,10/10/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 36/2019/GCNTP-VSD-2,17/10/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 36/2019/GCNTP-VSD-3,24/10/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 36/2019/GCNTP-VSD-4,31/10/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 36/2019/GCNTP-VSD-5,07/11/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,4.500.000,450.000.000.000,số 36/2019/GCNTP-VSD-6,14/11/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 36/2019/GCNTP-VSD-7,21/11/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,20.000.000,2.000.000.000.000,số 36/2019/GCNTP-VSD-8,28/11/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,129.500.000,12.950.000.000.000,,
