STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.000.000,80.000.000.000,47/2008/GCNCP-TTLK,17/10/2008
2,Cấp lần đầu,Thay đổi tên TCPH,0,0,47/2008/GCNCP-VSD-1,24/06/2011
3,Điều chỉnh lần 1,Đăng ký bổ sung,8.000.000,80.000.000.000,47/2008/GCNCP-VSD-1,07/09/2011
4,Điều chỉnh lần 2,Đăng ký bổ sung,13.439.097,134.390.970.000,số 47/2008/GCNCP-VSD-2,22/09/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,29.439.097,294.390.970.000,,
