STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.500.000,15.000.000.000,02/2008/GCNCP-TTLK,04/01/2008
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.500.000,35.000.000.000,02/2008/GCNCP-VSD-1,15/06/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,5.000.000,50.000.000.000,,
