STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.000.000,20.000.000.000,202/2010/GCNCP-VSD,13/08/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.000.000,10.000.000.000,202/2010/GCNCP-VSD-1,19/07/2012
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,202/2010/GCNCP-VSD-2,09/06/2017
4,Điều chỉnh lần 3,Đăng ký bổ sung,998.367,9.983.670.000,số 202/2010/GCNCP-VSD-3,27/09/2018
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.600.000,26.000.000.000,số 202/2010/GCNCP-VSD-4,14/01/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,6.598.367,65.983.670.000,,
