STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Cấp Giấy chứng nhận đăng ký cổ phiếu trúng đấu giá,29.800.000,298.000.000.000,số 15 CPH/2018/GCNCP-VSD,26/04/2018
2,Điều chỉnh lần 1,Đăng ký bổ sung,300.000.000,3.000.000.000.000,số 26/2019/GCNCP-VSD,01/07/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,300.000.000,3.000.000.000.000,,
