STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,9.100.000,91.000.000.000,số 206/2016/GCNCP-VSD,22/12/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,9.100.000,91.000.000.000,,
