STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,20.000.000,200.000.000.000,37/2015/GCNCP-VSD,10/06/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.000.000,10.000.000.000,số 37/2015/GCNCP-VSD-1,15/02/2017
3,Điều chỉnh lần 2,Đăng ký bổ sung,31.500.000,315.000.000.000,số 37/2015/GCNCP-VSD-2,05/04/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,52.500.000,525.000.000.000,,
