STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.900.000,59.000.000.000,127/2009/GCNCP-VSD,31/12/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,943.916,9.439.160.000,127/2009/GCNCP-VSD-1,05/11/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.163.261,11.632.610.000,127/2009/GCNCP-VSD-2,01/07/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.007.177,80.071.770.000,,
