STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,550.0,55.000.000.000,16/2006/GCNTP-CNTTLK,06/09/2006
Tổng cộng:,Tổng cộng:,Tổng cộng:,550.0,55.000.000.000,,
