STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,9.100.000,91.000.000.000,43/2008/GCNCP-VSD,02/10/2008
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,43/2008/GCN-VSD-1,19/01/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.549.738,45.497.380.000,43/2008/GCNCP-VSD-2,22/06/2012
4,Điều chỉnh lần 3,Đăng ký bổ sung,10.919.314,109.193.140.000,số 43/2008/GCNCP-VSD-3,13/07/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,24.569.052,245.690.520.000,,
