STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.880.000,38.800.000.000,10/2006/GCNCP-TTLK,17/11/2006
Tổng cộng:,Tổng cộng:,Tổng cộng:,3.880.000,38.800.000.000,,
