STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.840.000,68.400.000.000,61/GCN/TTGD-HCM-LK,09/03/2004
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.960.000,29.600.000.000,số 61/2004/GCNCP-VSD-1,24/09/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,9.800.000,98.000.000.000,,
