STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,700.938,7.009.380.000,số 09/CPH/2020/GCNCP-VSD,25/11/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,700.938,7.009.380.000,,
