STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,40.000.000,400.000.000.000,77/2015/GCNCP-VSD,10/09/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,4.000.000,40.000.000.000,số 77/2015/GCNCP-VSD-1,13/04/2017
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,số 77/2015/GCNCP-VSD-2,26/07/2019
4,Điều chỉnh lần 3,Thay đổi tên TCPH,0,0,số 77/2015/GCNCP-VSD-3,09/08/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,44.000.000,440.000.000.000,,
