STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.000.000,500.000.000.000,số 04/2020/GCNTP-VSD,09/01/2020
2,Điều chỉnh lần 1,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 04/2020/GCNTP-VSD-1,22/01/2020
3,Điều chỉnh lần 2,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 04/2020/GCNTP-VSD-2,20/02/2020
4,Điều chỉnh lần 3,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 04/2020/GCNTP-VSD-3,05/03/2020
5,Điều chỉnh lần 4,Đăng ký bổ sung,3.010.000,301.000.000.000,số 04/2020/GCNTP-VSD-4,26/03/2020
6,Điều chỉnh lần 5,Đăng ký bổ sung,320.000,32.000.000.000,số 04/2020/GCNTP-VSD-5,09/04/2020
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.380.000,138.000.000.000,số 04/2020/GCNTP-VSD-6,23/04/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,2.000.000,200.000.000.000,số 04/2020/GCNTP-VSD-7,21/05/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,4.000.000,400.000.000.000,số 04/2020/GCNTP-VSD-8,04/06/2020
10,Điều chỉnh lần 9,Đăng ký bổ sung,4.790.000,479.000.000.000,số 04/2020/GCNTP-VSD-9,18/06/2020
11,Điều chỉnh lần 10,Đăng ký bổ sung,7.500.000,750.000.000.000,số 04/2020/GCNTP-VSD-10,25/06/2020
12,Điều chỉnh lần 11,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 04/2020/GCNTP-VSD-11,02/07/2020
13,Điều chỉnh lần 12,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 04/2020/GCNTP-VSD-12,09/07/2020
14,Điều chỉnh lần 13,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 04/2020/GCNTP-VSD-13,16/07/2020
15,Điều chỉnh lần 14,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 04/2020/GCNTP-VSD-14,23/07/2020
16,Điều chỉnh lần 15,Đăng ký bổ sung,5.000.000,500.000.000.000,04/2020/GCNTP-VSD-15,06/08/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,128.000.000,12.800.000.000.000,,
