STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,16.100.000,161.000.000.000,số 01/2019/GCNCP-VSD,02/01/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,16.100.000,161.000.000.000,,
