STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.000.000,60.000.000.000,số 133/2016/GCNCP-VSD,31/10/2016
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.000.000,20.000.000.000,133/2016/GCNCP-VSD-1,20/12/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.000.000,80.000.000.000,,
