STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,45.000.000,4.500.000.000.000,33/2021/GCNTP-VSD,09/09/2021
2,Điều chỉnh lần 1,Đăng ký bổ sung,30.240.000,3.024.000.000.000,33/2021/GCNTP-VSD-1,16/09/2021
3,Điều chỉnh lần 2,Đăng ký bổ sung,15.400.000,1.540.000.000.000,33/2021/GCNTP-VSD-2,23/09/2021
4,Điều chỉnh lần 3,Đăng ký bổ sung,20.600.000,2.060.000.000.000,33/2021/GCNTP-VSD-3,30/09/2021
5,Điều chỉnh lần 4,Đăng ký bổ sung,11.600.000,1.160.000.000.000,33/2021/GCNTP-VSD-4,07/10/2021
6,Điều chỉnh lần 5,Đăng ký bổ sung,600.000,60.000.000.000,33/2021/GCNTP-VSD-5,14/10/2021
7,Điều chỉnh lần 6,Đăng ký bổ sung,500.000,50.000.000.000,33/2021/GCNTP-VSD-6,21/10/2021
8,Điều chỉnh lần 7,Đăng ký bổ sung,12.600.000,1.260.000.000.000,33/2021/GCNTP-VSD-7,28/10/2021
9,Điều chỉnh lần 8,Đăng ký bổ sung,14.500.000,1.450.000.000.000,33/2021/GCNTP-VSD-8,04/11/2021
10,Điều chỉnh lần 9,Đăng ký bổ sung,29.120.000,2.912.000.000.000,33/2021/GCNTP-VSD-9,11/11/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,180.160.000,18.016.000.000.000,,
