STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,11.496.797,114.967.970.000,261/2010/GCNCP-VSD,01/11/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.724.437,17.244.370.000,261/2010/GCNCP-VSD-1,23/09/2011
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,số: 261/2010/GCNCP-VSD-2,26/04/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,13.221.234,132.212.340.000,số: 261/2010/GCNCP-VSD-3,09/04/2020
5,Điều chỉnh lần 4,Đăng ký bổ sung,3.966.283,39.662.830.000,số: 261/2010/GCNCP-VSD-4,15/09/2020
6,Điều chỉnh lần 5,Đăng ký bổ sung,30.408.751,304.087.510.000,261/2010/GCNCP-VSD-5,29/09/2021
7,Điều chỉnh lần 6,Đăng ký bổ sung,30.000.000,300.000.000.000,261/2010/GCNCP-VSD-6,08/12/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,90.817.502,908.175.020.000,,
