STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,100.000.000.000,26/2007/GCNCP-TTLK,12/12/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,9.998.240,99.982.400.000,26/2007/GCNCP-VSD-1,11/03/2011
3,Điều chỉnh lần 2,Thay đổi tên TCPH,0,0,26/2007/GCNCP-VSD-2,20/06/2014
4,Điều chỉnh lần 3,Đăng ký bổ sung,9.998.232,99.982.320.000,26/2007/GCNCP-VSD-3,27/11/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,9.998.237,99.982.370.000,số 26/2007/GCNCP-VSD-4,07/04/2017
6,Điều chỉnh lần 5,Đăng ký bổ sung,9.998.237,99.982.370.000,số 26/2007/GCNCP-VSD-5,27/03/2018
7,Điều chỉnh lần 6,Đăng ký bổ sung,4.999.034,49.990.340.000,số 26/2007/GCNCP-VSD-6,16/08/2018
8,Điều chỉnh lần 7,Đăng ký bổ sung,2.749.134,27.491.340.000,số 26/2007/GCNCP-VSD-7,21/06/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,9.623.225,96.232.250.000,số 26/2007/GCNCP-VSD-8,16/03/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,67.364.339,673.643.390.000,,
