STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,7.560.000,75.600.000.000,53/2010/GCNCP-VSD,26/02/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.440.000,24.400.000.000,53/2010/GCNCP-VSD-1,03/04/2012
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.000.000,20.000.000.000,số 53/2010/GCNCP-VSD-2,30/03/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,12.000.000,120.000.000.000,,
