STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.000.000,10.000.000.000,17/2007/GCNCP-TTLK,04/12/2007
Tổng cộng:,Tổng cộng:,Tổng cộng:,1.000.000,10.000.000.000,,
