STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.000.000,30.000.000.000,13/2013/GCNCP-VSD,26/06/2013
2,Điều chỉnh lần 1,Đăng ký bổ sung,12.000.000,120.000.000.000,13/2013/GCNCP-VSD-1,22/10/2014
3,Điều chỉnh lần 2,Đăng ký bổ sung,15.000.000,150.000.000.000,số 13/2013/GCNCP-VSD-2,01/03/2016
4,Điều chỉnh lần 3,Thay đổi tên TCPH,0,0,số 13/2013/GCNCP-VSD-3,21/02/2017
5,Điều chỉnh lần 4,Thay đổi tên TCPH,0,0,số 13/2013/GCNCP-VSD-4,20/11/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,30.000.000,300.000.000.000,,
