STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,16.070.000,160.700.000.000,Số 36/2016/GCNCP-VSD,25/04/2016
2,Điều chỉnh lần 1,Đăng ký bổ sung,803.481,8.034.810.000,số 36/2016/GCNCP-VSD-1,07/12/2016
3,Điều chỉnh lần 2,Đăng ký bổ sung,8.644.320,86.443.200.000,số 36/2016/GCNCP-VSD-2,08/01/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.551.649,25.516.490.000,số 36/2016/GCNCP-VSD-3,05/10/2020
5,Điều chỉnh lần 4,Đăng ký bổ sung,10.000.000,100.000.000.000,36/2016/GCNCP-VSD-4,24/12/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,38.069.450,380.694.500.000,,
