STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,641.281.186,6.412.811.860.000,số 143/2016/GCNCP-VSD,15/11/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,641.281.186,6.412.811.860.000,,
