STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.230.000,82.300.000.000,119/2017/GCNCP-VSD,12/06/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.230.000,82.300.000.000,,
